ticker,industry,name,period,unit,value,group
BAF,Thực phẩm và đồ uống,Tỷ suất cổ tức,Q3-2024,%,0.0,Cổ tức
VLC,Thực phẩm và đồ uống,Tỷ suất cổ tức,Q3-2024,%,0.0,Cổ tức
HAG,Thực phẩm và đồ uống,Tỷ suất cổ tức,Q2-2024,%,0.0,Cổ tức
DBC,Thực phẩm và đồ uống,Tỷ suất cổ tức,Q2-2024,%,0.0,Cổ tức
BAF,Thực phẩm và đồ uống,Tỷ suất cổ tức,Q2-2024,%,0.0,Cổ tức
VLC,Thực phẩm và đồ uống,Tỷ suất cổ tức,Q2-2024,%,0.0,Cổ tức
HAG,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q2-2025,%,0.0,Cổ tức
DBC,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q2-2025,%,0.0,Cổ tức
BAF,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q2-2025,%,0.0,Cổ tức
VLC,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q2-2025,%,0.0,Cổ tức
HAG,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q1-2025,%,0.0,Cổ tức
DBC,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q1-2025,%,0.0,Cổ tức
BAF,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q1-2025,%,0.0,Cổ tức
VLC,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q1-2025,%,0.0,Cổ tức
HAG,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q4-2024,%,0.0,Cổ tức
DBC,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q4-2024,%,0.0,Cổ tức
BAF,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q4-2024,%,0.0,Cổ tức
VLC,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q4-2024,%,0.0,Cổ tức
HAG,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q3-2024,%,0.0,Cổ tức
DBC,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q3-2024,%,0.0,Cổ tức
BAF,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q3-2024,%,0.0,Cổ tức
VLC,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q3-2024,%,0.0,Cổ tức
HAG,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q2-2024,%,0.0,Cổ tức
DBC,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q2-2024,%,0.0,Cổ tức
BAF,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q2-2024,%,0.0,Cổ tức
VLC,Thực phẩm và đồ uống,Tỷ suất chi trả cổ tức,Q2-2024,%,0.0,Cổ tức
HAG,Thực phẩm và đồ uống,P/E,Q2-2025,Lần,12.37,Định giá
DBC,Thực phẩm và đồ uống,P/E,Q2-2025,Lần,7.36,Định giá
BAF,Thực phẩm và đồ uống,P/E,Q2-2025,Lần,18.41,Định giá
VLC,Thực phẩm và đồ uống,P/E,Q2-2025,Lần,59.81,Định giá
HAG,Thực phẩm và đồ uống,P/E,Q1-2025,Lần,12.59,Định giá
DBC,Thực phẩm và đồ uống,P/E,Q1-2025,Lần,9.15,Định giá
BAF,Thực phẩm và đồ uống,P/E,Q1-2025,Lần,25.3,Định giá
VLC,Thực phẩm và đồ uống,P/E,Q1-2025,Lần,67.71,Định giá
HAG,Thực phẩm và đồ uống,P/E,Q4-2024,Lần,12.21,Định giá
DBC,Thực phẩm và đồ uống,P/E,Q4-2024,Lần,10.05,Định giá
BAF,Thực phẩm và đồ uống,P/E,Q4-2024,Lần,22.69,Định giá
VLC,Thực phẩm và đồ uống,P/E,Q4-2024,Lần,61.0,Định giá
HAG,Thực phẩm và đồ uống,P/E,Q3-2024,Lần,6.62,Định giá
DBC,Thực phẩm và đồ uống,P/E,Q3-2024,Lần,12.32,Định giá
BAF,Thực phẩm và đồ uống,P/E,Q3-2024,Lần,27.99,Định giá
VLC,Thực phẩm và đồ uống,P/E,Q3-2024,Lần,57.78,Định giá
HAG,Thực phẩm và đồ uống,P/E,Q2-2024,Lần,5.6,Định giá
DBC,Thực phẩm và đồ uống,P/E,Q2-2024,Lần,34.4,Định giá
BAF,Thực phẩm và đồ uống,P/E,Q2-2024,Lần,26.91,Định giá
VLC,Thực phẩm và đồ uống,P/E,Q2-2024,Lần,41.03,Định giá
HAG,Thực phẩm và đồ uống,P/B,Q2-2025,Lần,1.72,Định giá
DBC,Thực phẩm và đồ uống,P/B,Q2-2025,Lần,1.54,Định giá
BAF,Thực phẩm và đồ uống,P/B,Q2-2025,Lần,2.52,Định giá
VLC,Thực phẩm và đồ uống,P/B,Q2-2025,Lần,0.94,Định giá
