date,ticker,open,high,low,close,volume,SMA_20,SMA_60,month_open,year_open,MFIBO_0382,MFIBO_0618,YFIBO_0382,YFIBO_0618,month_prev_high,month_prev_low,year_prev_high,year_prev_low,MPIVOT_P,YPIVOT_P
2025-08-28,CTS,40.599998474121094,41.20000076293945,40.400001525878906,40.70000076293945,301700.0,41.187500190734866,33.70916687647502,40.70000076293945,24.895105361938477,39.018999202728274,34.18099965286255,36.29945323944092,29.78131534576416,43.5,26.350000381469727,32.48251724243164,19.230770111083984,36.88333320617676,25.512820561726887
2025-08-27,CTS,40.79999923706055,41.70000076293945,40.5,40.599998474121094,2789300.0,41.19250011444092,33.473333517710365,40.70000076293945,24.895105361938477,39.018999202728274,34.18099965286255,36.29945323944092,29.78131534576416,43.5,26.350000381469727,32.48251724243164,19.230770111083984,36.88333320617676,25.512820561726887
2025-08-26,CTS,37.54999923706055,40.349998474121094,37.349998474121094,40.349998474121094,3626300.0,41.187500190734866,33.23372980753581,40.70000076293945,24.895105361938477,39.018999202728274,34.18099965286255,36.29945323944092,29.78131534576416,43.5,26.350000381469727,32.48251724243164,19.230770111083984,36.88333320617676,25.512820561726887
2025-08-25,CTS,39.900001525878906,40.400001525878906,37.75,37.75,3593800.0,41.14750022888184,33.004703013102215,40.70000076293945,24.895105361938477,39.018999202728274,34.18099965286255,36.29945323944092,29.78131534576416,43.5,26.350000381469727,32.48251724243164,19.230770111083984,36.88333320617676,25.512820561726887
2025-08-22,CTS,40.849998474121094,41.5,38.75,39.150001525878906,4714800.0,41.385000228881836,32.82075780232747,40.70000076293945,24.895105361938477,39.018999202728274,34.18099965286255,36.29945323944092,29.78131534576416,43.5,26.350000381469727,32.48251724243164,19.230770111083984,36.88333320617676,25.512820561726887
2025-08-21,CTS,41.5,43.20000076293945,41.5,41.599998474121094,3530700.0,41.462500190734865,32.59424845377604,40.70000076293945,24.895105361938477,39.018999202728274,34.18099965286255,36.29945323944092,29.78131534576416,43.5,26.350000381469727,32.48251724243164,19.230770111083984,36.88333320617676,25.512820561726887
2025-08-20,CTS,42.849998474121094,42.900001525878906,39.75,41.5,3982700.0,41.29000034332275,32.310006046295165,40.70000076293945,24.895105361938477,39.018999202728274,34.18099965286255,36.29945323944092,29.78131534576416,43.5,26.350000381469727,32.48251724243164,19.230770111083984,36.88333320617676,25.512820561726887
2025-08-19,CTS,42.0,43.54999923706055,41.70000076293945,42.70000076293945,4649900.0,41.05500030517578,32.02801303863525,40.70000076293945,24.895105361938477,39.018999202728274,34.18099965286255,36.29945323944092,29.78131534576416,43.5,26.350000381469727,32.48251724243164,19.230770111083984,36.88333320617676,25.512820561726887
2025-08-18,CTS,43.20000076293945,43.20000076293945,41.75,41.900001525878906,4762700.0,40.640000343322754,31.726602776845297,40.70000076293945,24.895105361938477,39.018999202728274,34.18099965286255,36.29945323944092,29.78131534576416,43.5,26.350000381469727,32.48251724243164,19.230770111083984,36.88333320617676,25.512820561726887
2025-08-15,CTS,45.349998474121094,45.5,41.79999923706055,43.150001525878906,5894300.0,40.15250034332276,31.433281071980794,40.70000076293945,24.895105361938477,39.018999202728274,34.18099965286255,36.29945323944092,29.78131534576416,43.5,26.350000381469727,32.48251724243164,19.230770111083984,36.88333320617676,25.512820561726887
2025-08-14,CTS,45.5,46.849998474121094,44.0,44.75,3769400.0,39.53750028610229,31.108053779602052,40.70000076293945,24.895105361938477,39.018999202728274,34.18099965286255,36.29945323944092,29.78131534576416,43.5,26.350000381469727,32.48251724243164,19.230770111083984,36.88333320617676,25.512820561726887
2025-08-13,CTS,42.900001525878906,44.849998474121094,41.5,44.849998474121094,8307900.0,38.84250030517578,30.75849084854126,40.70000076293945,24.895105361938477,37.78299920272827,33.41699965286255,35.06345323944092,29.01731534576416,43.5,26.350000381469727,32.48251724243164,19.230770111083984,36.88333320617676,25.512820561726887
