date,ticker,open,high,low,close,volume,SMA_20,SMA_60,month_open,year_open,MFIBO_0382,MFIBO_0618,YFIBO_0382,YFIBO_0618,month_prev_high,month_prev_low,year_prev_high,year_prev_low,MPIVOT_P,YPIVOT_P
2025-08-28,HCM,27.899999618530273,27.899999618530273,27.5,27.799999237060547,1314700.0,27.742499923706056,24.53708693186442,25.850000381469727,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-27,HCM,27.899999618530273,28.450000762939453,27.600000381469727,27.649999618530273,18018100.0,27.64749994277954,24.42095282872518,25.850000381469727,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-26,HCM,25.899999618530273,27.75,25.850000381469727,27.649999618530273,14065500.0,27.544999980926512,24.31263977686564,25.850000381469727,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-25,HCM,27.200000762939453,27.5,25.799999237060547,26.0,14349800.0,27.425,24.208317502339682,25.850000381469727,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-22,HCM,27.649999618530273,28.0,26.5,26.700000762939453,21597800.0,27.482499980926512,24.117527453104653,25.850000381469727,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-21,HCM,28.200000762939453,28.899999618530273,27.850000381469727,28.200000762939453,18142100.0,27.43499994277954,24.013075319925942,25.850000381469727,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-20,HCM,29.149999618530273,29.149999618530273,27.200000762939453,28.149999618530273,23468800.0,27.282499885559083,23.883623186747233,25.850000381469727,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-19,HCM,28.600000381469727,29.25,28.5,29.0,19146000.0,27.142499923706055,23.75966033935547,25.850000381469727,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-18,HCM,29.25,29.450000762939453,28.299999237060547,28.600000381469727,15847200.0,26.95749988555908,23.62153081893921,25.850000381469727,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-15,HCM,29.100000381469727,29.450000762939453,28.450000762939453,29.0,25036900.0,26.752499866485596,23.486742305755616,25.850000381469727,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-14,HCM,29.200000762939453,29.5,28.549999237060547,28.75,15138500.0,26.549999904632568,23.33797067006429,25.850000381469727,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-13,HCM,27.799999237060547,28.75,27.299999237060547,28.649999618530273,33402400.0,26.357499885559083,23.19935188293457,25.850000381469727,22.784425735473633,26.082200527191162,24.217800617218018,24.694053760528565,21.972055324554443,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-12,HCM,28.100000381469727,28.25,27.350000381469727,27.75,15162500.0,26.182499885559082,23.0637300491333,25.850000381469727,22.784425735473633,26.082200527191162,24.217800617218018,24.694053760528565,21.972055324554443,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-11,HCM,27.950000762939453,28.299999237060547,27.399999618530273,28.100000381469727,22742000.0,26.057499885559082,22.94510358174642,25.850000381469727,22.784425735473633,26.082200527191162,24.217800617218018,24.694053760528565,21.972055324554443,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-08,HCM,28.350000381469727,29.100000381469727,27.5,27.899999618530273,22030400.0,25.902499866485595,22.81798324584961,25.850000381469727,22.784425735473633,26.082200527191162,24.217800617218018,24.694053760528565,21.972055324554443,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-07,HCM,28.25,28.350000381469727,27.649999618530273,28.200000762939453,17800100.0,25.754999923706055,22.70417324701945,25.850000381469727,22.784425735473633,25.618700527191162,23.931300617218017,24.230553760528565,21.685555324554443,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-06,HCM,26.799999237060547,27.850000381469727,26.600000381469727,27.799999237060547,22691200.0,25.562499904632567,22.587358633677166,25.850000381469727,22.784425735473633,25.34060005569458,23.759400325775147,23.952453289031983,21.513655033111572,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-05,HCM,26.75,27.899999618530273,25.450000762939453,26.549999237060547,36951400.0,25.394999980926514,22.473219935099284,25.850000381469727,22.784425735473633,25.34060005569458,23.759400325775147,23.952453289031983,21.513655033111572,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-04,HCM,25.799999237060547,26.399999618530273,25.649999618530273,26.399999618530273,12135800.0,25.26500005722046,22.373928356170655,25.850000381469727,22.784425735473633,25.155200527191163,23.644800617218017,23.767053760528565,21.399055324554443,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-08-01,HCM,25.850000381469727,26.75,25.5,26.0,16561700.0,25.132500076293944,22.27447624206543,25.850000381469727,22.784425735473633,25.155200527191163,23.644800617218017,23.767053760528565,21.399055324554443,27.600000381469727,21.200000762939453,24.56083869934082,17.56610870361328,24.900000254313152,21.611378987630207
2025-07-31,HCM,25.850000381469727,26.0,25.049999237060547,25.899999618530273,15186700.0,25.007500076293944,22.179071203867593,21.5,22.784425735473633,24.679219673156737,22.874758293151856,23.767053760528565,21.399055324554443,21.709928512573242,19.953977584838867,24.56083869934082,17.56610870361328,21.02130190531413,21.611378987630207
2025-07-30,HCM,25.350000381469727,25.899999618530273,24.850000381469727,25.600000381469727,17127700.0,24.872500133514404,22.089262231191,21.5,22.784425735473633,24.679219673156737,22.874758293151856,23.767053760528565,21.399055324554443,21.709928512573242,19.953977584838867,24.56083869934082,17.56610870361328,21.02130190531413,21.611378987630207
2025-07-29,HCM,27.549999237060547,27.600000381469727,25.25,25.25,35775400.0,24.72750015258789,21.993974844614666,21.5,22.784425735473633,24.679219673156737,22.874758293151856,23.767053760528565,21.399055324554443,21.709928512573242,19.953977584838867,24.56083869934082,17.56610870361328,21.02130190531413,21.611378987630207
2025-07-28,HCM,26.399999618530273,27.350000381469727,26.049999237060547,27.149999618530273,27605900.0,24.52750015258789,21.907140413920086,21.5,22.784425735473633,24.52471967315674,22.779258293151855,23.612553760528563,21.303555324554445,21.709928512573242,19.953977584838867,24.56083869934082,17.56610870361328,21.02130190531413,21.611378987630207
2025-07-25,HCM,25.299999237060547,26.200000762939453,25.149999618530273,25.75,22317900.0,24.24000015258789,21.786674594879152,21.5,22.784425735473633,23.937619201660155,22.416358001708986,23.025453289031983,20.94065503311157,21.709928512573242,19.953977584838867,24.56083869934082,17.56610870361328,21.02130190531413,21.611378987630207
2025-07-24,HCM,25.5,25.5,25.0,25.149999618530273,9934600.0,24.010000133514403,21.68692251841227,21.5,22.784425735473633,23.937619201660155,22.416358001708986,23.025453289031983,20.94065503311157,21.709928512573242,19.953977584838867,24.56083869934082,17.56610870361328,21.02130190531413,21.611378987630207
2025-07-23,HCM,25.600000381469727,26.399999618530273,25.299999237060547,25.350000381469727,20555800.0,23.79500017166138,21.59848025639852,21.5,22.784425735473633,23.937619201660155,22.416358001708986,23.025453289031983,20.94065503311157,21.709928512573242,19.953977584838867,24.56083869934082,17.56610870361328,21.02130190531413,21.611378987630207
2025-07-22,HCM,24.350000381469727,25.600000381469727,24.299999237060547,25.299999237060547,17997100.0,23.575000190734862,21.501465447743733,21.5,22.784425735473633,23.937619201660155,22.416358001708986,23.025453289031983,20.94065503311157,21.709928512573242,19.953977584838867,24.56083869934082,17.56610870361328,21.02130190531413,21.611378987630207
2025-07-21,HCM,24.950000762939453,25.049999237060547,24.450000762939453,24.5,20035800.0,23.352500247955323,21.404629071553547,21.5,22.784425735473633,23.937619201660155,22.416358001708986,23.025453289031983,20.94065503311157,21.709928512573242,19.953977584838867,24.56083869934082,17.56610870361328,21.02130190531413,21.611378987630207
2025-07-18,HCM,25.0,25.399999618530273,24.850000381469727,24.950000762939453,16005700.0,23.139166927337648,21.321780935923258,21.5,22.784425735473633,23.937619201660155,22.416358001708986,23.025453289031983,20.94065503311157,21.709928512573242,19.953977584838867,24.56083869934082,17.56610870361328,21.02130190531413,21.611378987630207
2025-07-17,HCM,25.25,25.5,24.799999237060547,24.899999618530273,22172400.0,22.919296741485596,21.228158283233643,21.5,22.784425735473633,23.937619201660155,22.416358001708986,23.025453289031983,20.94065503311157,21.709928512573242,19.953977584838867,24.56083869934082,17.56610870361328,21.02130190531413,21.611378987630207
2025-07-16,HCM,25.25,25.549999237060547,24.799999237060547,25.149999618530273,30747800.0,22.69993124008179,21.132749366760255,21.5,22.784425735473633,23.937619201660155,22.416358001708986,23.025453289031983,20.94065503311157,21.709928512573242,19.953977584838867,24.56083869934082,17.56610870361328,21.02130190531413,21.611378987630207
