date,ticker,close,SMA_20,SMA_60,week_open,month_open,quarter_open,year_open,MFIBO_0382,MFIBO_0618,YFIBO_0382,YFIBO_0618,month_prev_high,month_prev_low,quarter_prev_high,quarter_prev_low,MPIVOT_P,YPIVOT_P
2025-08-27,HCM,28.0,27.664999961853027,24.426786168416342,27.200000762939453,25.850000381469727,21.5,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.480154037475586,17.83946990966797,24.900000254313152,21.611378987630207
2025-08-26,HCM,27.649999618530273,27.544999980926512,24.31263977686564,27.200000762939453,25.850000381469727,21.5,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.480154037475586,17.83946990966797,24.900000254313152,21.611378987630207
2025-08-25,HCM,26.0,27.425,24.208317502339682,27.200000762939453,25.850000381469727,21.5,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.480154037475586,17.83946990966797,24.900000254313152,21.611378987630207
2025-08-22,HCM,26.700000762939453,27.482499980926512,24.117527453104653,29.25,25.850000381469727,21.5,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.480154037475586,17.83946990966797,24.900000254313152,21.611378987630207
2025-08-21,HCM,28.200000762939453,27.43499994277954,24.013075319925942,29.25,25.850000381469727,21.5,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.480154037475586,17.83946990966797,24.900000254313152,21.611378987630207
2025-08-20,HCM,28.149999618530273,27.282499885559083,23.883623186747233,29.25,25.850000381469727,21.5,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.480154037475586,17.83946990966797,24.900000254313152,21.611378987630207
2025-08-19,HCM,29.0,27.142499923706055,23.75966033935547,29.25,25.850000381469727,21.5,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.480154037475586,17.83946990966797,24.900000254313152,21.611378987630207
2025-08-18,HCM,28.600000381469727,26.95749988555908,23.62153081893921,29.25,25.850000381469727,21.5,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.480154037475586,17.83946990966797,24.900000254313152,21.611378987630207
2025-08-15,HCM,29.0,26.752499866485596,23.486742305755616,27.950000762939453,25.850000381469727,21.5,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.480154037475586,17.83946990966797,24.900000254313152,21.611378987630207
2025-08-14,HCM,28.75,26.549999904632568,23.33797067006429,27.950000762939453,25.850000381469727,21.5,22.784425735473633,26.32940029144287,24.37060047149658,24.941253524780272,22.12485517883301,27.600000381469727,21.200000762939453,24.480154037475586,17.83946990966797,24.900000254313152,21.611378987630207
