date,ticker,close,SMA_20,SMA_60,week_open,month_open,quarter_open,year_open,MFIBO_0382,MFIBO_0618,YFIBO_0382,YFIBO_0618,month_prev_high,month_prev_low,quarter_prev_high,quarter_prev_low,MPIVOT_P,YPIVOT_P
2025-08-27,VND,24.149999618530273,23.650000190734865,19.65486494700114,22.799999237060547,22.299999237060547,17.200000762939453,12.214678764343262,22.1575,20.0925,19.92507784461975,16.48088509941101,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-26,VND,23.0,23.557500171661378,19.53188076019287,22.799999237060547,22.299999237060547,17.200000762939453,12.214678764343262,22.1575,20.0925,19.92507784461975,16.48088509941101,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-25,VND,21.5,23.460000133514406,19.43048677444458,22.799999237060547,22.299999237060547,17.200000762939453,12.214678764343262,22.1575,20.0925,19.92507784461975,16.48088509941101,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-22,VND,22.450000762939453,23.51500015258789,19.33632011413574,24.799999237060547,22.299999237060547,17.200000762939453,12.214678764343262,22.1575,20.0925,19.92507784461975,16.48088509941101,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-21,VND,24.100000381469727,23.450000095367432,19.215818055470784,24.799999237060547,22.299999237060547,17.200000762939453,12.214678764343262,22.1575,20.0925,19.92507784461975,16.48088509941101,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-20,VND,24.100000381469727,23.23500003814697,19.068623860677082,24.799999237060547,22.299999237060547,17.200000762939453,12.214678764343262,22.1575,20.0925,19.92507784461975,16.48088509941101,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-19,VND,24.75,23.007499980926514,18.927892462412515,24.799999237060547,22.299999237060547,17.200000762939453,12.214678764343262,22.1575,20.0925,19.92507784461975,16.48088509941101,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-18,VND,24.299999237060547,22.725,18.7771355787913,24.799999237060547,22.299999237060547,17.200000762939453,12.214678764343262,22.1575,20.0925,19.92507784461975,16.48088509941101,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-15,VND,24.700000762939453,22.417500019073486,18.626608069737753,24.0,22.299999237060547,17.200000762939453,12.214678764343262,22.1575,20.0925,19.92507784461975,16.48088509941101,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-14,VND,24.200000762939453,22.10999994277954,18.466182470321655,24.0,22.299999237060547,17.200000762939453,12.214678764343262,21.724899528503418,19.82509970855713,19.49247737312317,16.21348480796814,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-13,VND,23.850000381469727,21.82499990463257,18.315705903371175,24.0,22.299999237060547,17.200000762939453,12.214678764343262,21.724899528503418,19.82509970855713,19.49247737312317,16.21348480796814,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-12,VND,24.100000381469727,21.557499885559082,18.167023436228433,24.0,22.299999237060547,17.200000762939453,12.214678764343262,21.724899528503418,19.82509970855713,19.49247737312317,16.21348480796814,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-11,VND,24.649999618530273,21.25749988555908,18.010135046641032,24.0,22.299999237060547,17.200000762939453,12.214678764343262,21.724899528503418,19.82509970855713,19.49247737312317,16.21348480796814,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-08,VND,23.850000381469727,20.917499923706053,17.838425064086913,21.700000762939453,22.299999237060547,17.200000762939453,12.214678764343262,21.5395,19.7105,19.30707784461975,16.09888509941101,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-07,VND,23.549999237060547,20.619999885559082,17.686511198679607,21.700000762939453,22.299999237060547,17.200000762939453,12.214678764343262,21.323199764251708,19.576799854278566,19.09077760887146,15.965184953689576,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-06,VND,23.899999618530273,20.33249988555908,17.54282875061035,21.700000762939453,22.299999237060547,17.200000762939453,12.214678764343262,21.323199764251708,19.576799854278566,19.09077760887146,15.965184953689576,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-05,VND,23.700000762939453,20.039999866485594,17.391697263717653,21.700000762939453,22.299999237060547,17.200000762939453,12.214678764343262,21.323199764251708,19.576799854278566,19.09077760887146,15.965184953689576,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-04,VND,23.25,19.74499979019165,17.241475534439086,21.700000762939453,22.299999237060547,17.200000762939453,12.214678764343262,21.2305,19.5195,18.99807784461975,15.907885099411011,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-08-01,VND,22.200000762939453,19.45499982833862,17.097138118743896,21.899999618530273,22.299999237060547,17.200000762939453,12.214678764343262,21.2305,19.5195,18.99807784461975,15.907885099411011,24.0,16.75,17.450000762939453,12.263150215148926,21.150000254313152,14.93259334564209
2025-07-31,VND,22.700000762939453,19.20499982833862,16.96787714958191,21.899999618530273,17.200000762939453,17.200000762939453,12.214678764343262,20.60896164703369,18.513974601745605,18.99807784461975,15.907885099411011,17.450000762939453,15.122936248779297,17.450000762939453,12.263150215148926,16.590979258219402,14.93259334564209
2025-07-30,VND,22.299999237060547,18.937499809265137,16.82947498957316,21.899999618530273,17.200000762939453,17.200000762939453,12.214678764343262,20.60896164703369,18.513974601745605,18.99807784461975,15.907885099411011,17.450000762939453,15.122936248779297,17.450000762939453,12.263150215148926,16.590979258219402,14.93259334564209
2025-07-29,VND,21.049999237060547,18.69749984741211,16.692892440160115,21.899999618530273,17.200000762939453,17.200000762939453,12.214678764343262,20.60896164703369,18.513974601745605,18.99807784461975,15.907885099411011,17.450000762939453,15.122936248779297,17.450000762939453,12.263150215148926,16.590979258219402,14.93259334564209
