ticker,industry,name,period,unit,value,group
BSI,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q4-2024,%,0.1716,Tăng trưởng
CTS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q4-2024,%,-0.5722,Tăng trưởng
VDS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q4-2024,%,-0.1491,Tăng trưởng
ORS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q4-2024,%,-0.1283,Tăng trưởng
BVS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q4-2024,%,-0.1062,Tăng trưởng
VIX,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q3-2024,%,0.7143,Tăng trưởng
VND,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q3-2024,%,-0.2783,Tăng trưởng
VCI,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q3-2024,%,0.4615,Tăng trưởng
HCM,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q3-2024,%,0.3813,Tăng trưởng
MBS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q3-2024,%,0.4941,Tăng trưởng
SHS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q3-2024,%,-0.4291,Tăng trưởng
FTS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q3-2024,%,-0.3091,Tăng trưởng
BSI,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q3-2024,%,-0.1733,Tăng trưởng
CTS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q3-2024,%,0.1795,Tăng trưởng
VDS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q3-2024,%,-0.1062,Tăng trưởng
ORS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q3-2024,%,-0.1407,Tăng trưởng
BVS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q3-2024,%,-0.1245,Tăng trưởng
VIX,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q2-2024,%,-0.4492,Tăng trưởng
VND,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q2-2024,%,-0.0907,Tăng trưởng
VCI,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q2-2024,%,0.8285,Tăng trưởng
HCM,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q2-2024,%,0.8619,Tăng trưởng
MBS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q2-2024,%,1.2027,Tăng trưởng
SHS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q2-2024,%,0.7846,Tăng trưởng
FTS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q2-2024,%,0.1748,Tăng trưởng
BSI,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q2-2024,%,0.3407,Tăng trưởng
CTS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q2-2024,%,-0.2773,Tăng trưởng
VDS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q2-2024,%,0.6632,Tăng trưởng
ORS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q2-2024,%,-0.3942,Tăng trưởng
BVS,Dịch vụ tài chính,Tăng trưởng doanh thu thuần,Q2-2024,%,0.3345,Tăng trưởng
VIX,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q2-2025,%,9.5149,Tăng trưởng
VND,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q2-2025,%,0.0685,Tăng trưởng
VCI,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q2-2025,%,-0.3413,Tăng trưởng
HCM,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q2-2025,%,-0.3861,Tăng trưởng
MBS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q2-2025,%,0.02,Tăng trưởng
SHS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q2-2025,%,0.2956,Tăng trưởng
FTS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q2-2025,%,-0.6223,Tăng trưởng
BSI,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q2-2025,%,-0.1122,Tăng trưởng
CTS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q2-2025,%,7.4135,Tăng trưởng
VDS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q2-2025,%,-1.0923,Tăng trưởng
ORS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q2-2025,%,-2.0491,Tăng trưởng
BVS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q2-2025,%,0.5019,Tăng trưởng
VIX,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q1-2025,%,1.2988,Tăng trưởng
VND,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q1-2025,%,-0.3801,Tăng trưởng
VCI,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q1-2025,%,0.4911,Tăng trưởng
HCM,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q1-2025,%,-0.1811,Tăng trưởng
MBS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q1-2025,%,0.4735,Tăng trưởng
